Date,Google Search Count
2019-06-19,9
2019-06-20,9
2019-06-21,9
2019-06-22,9
2019-06-23,9
2019-06-24,29
2019-06-25,29
2019-06-26,29
2019-06-27,29
2019-06-28,29
2019-06-29,29
2019-06-30,29
2019-07-01,28
2019-07-02,28
2019-07-03,28
2019-07-04,28
2019-07-05,28
2019-07-06,28
2019-07-07,28
2019-07-08,19
2019-07-09,19
2019-07-10,19
2019-07-11,19
2019-07-12,19
2019-07-13,19
2019-07-14,19
2019-07-15,9
2019-07-16,9
2019-07-17,9
2019-07-18,9
2019-07-19,9
2019-07-20,9
2019-07-21,9
2019-07-22,9
2019-07-23,9
2019-07-24,9
2019-07-25,9
2019-07-26,9
2019-07-27,9
2019-07-28,9
2019-07-29,38
2019-07-30,38
2019-07-31,38
2019-08-01,38
2019-08-02,38
2019-08-03,38
2019-08-04,38
2019-08-05,18
2019-08-06,18
2019-08-07,18
2019-08-08,18
2019-08-09,18
2019-08-10,18
2019-08-11,18
2019-08-12,9
2019-08-13,9
2019-08-14,9
2019-08-15,9
2019-08-16,9
2019-08-17,9
2019-08-18,9
2019-08-19,9
2019-08-20,9
2019-08-21,9
2019-08-22,9
2019-08-23,9
2019-08-24,9
2019-08-25,9
2019-08-26,17
2019-08-27,17
2019-08-28,17
2019-08-29,17
2019-08-30,17
2019-08-31,17
2019-09-01,17
2019-09-02,42
2019-09-03,42
2019-09-04,42
2019-09-05,42
2019-09-06,42
2019-09-07,42
2019-09-08,42
2019-09-09,34
2019-09-10,34
2019-09-11,34
2019-09-12,34
2019-09-13,34
2019-09-14,34
2019-09-15,34
2019-09-16,34
2019-09-17,34
2019-09-18,34
2019-09-19,34
2019-09-20,34
2019-09-21,34
2019-09-22,34
2019-09-23,17
2019-09-24,17
2019-09-25,17
2019-09-26,17
2019-09-27,17
2019-09-28,17
2019-09-29,17
2019-09-30,51
2019-10-01,51
2019-10-02,51
2019-10-03,51
2019-10-04,51
2019-10-05,51
2019-10-06,51
2019-10-07,9
2019-10-08,9
2019-10-09,9
2019-10-10,9
2019-10-11,9
2019-10-12,9
2019-10-13,9
2019-10-14,25
2019-10-15,25
2019-10-16,25
2019-10-17,25
2019-10-18,25
2019-10-19,25
2019-10-20,25
2019-10-21,33
2019-10-22,33
2019-10-23,33
2019-10-24,33
2019-10-25,33
2019-10-26,33
2019-10-27,33
2019-10-28,34
2019-10-29,34
2019-10-30,34
2019-10-31,34
2019-11-01,34
2019-11-02,34
2019-11-03,34
2019-11-04,8
2019-11-05,8
2019-11-06,8
2019-11-07,8
2019-11-08,8
2019-11-09,8
2019-11-10,8
2019-11-11,8
2019-11-12,8
2019-11-13,8
2019-11-14,8
2019-11-15,8
2019-11-16,8
2019-11-17,8
2019-11-18,26
2019-11-19,26
2019-11-20,26
2019-11-21,26
2019-11-22,26
2019-11-23,26
2019-11-24,26
2019-11-25,16
2019-11-26,16
2019-11-27,16
2019-11-28,16
2019-11-29,16
2019-11-30,16
2019-12-01,16
2019-12-02,25
2019-12-03,25
2019-12-04,25
2019-12-05,25
2019-12-06,25
2019-12-07,25
2019-12-08,25
2019-12-09,0
2019-12-10,0
2019-12-11,0
2019-12-12,0
2019-12-13,0
2019-12-14,0
2019-12-15,0
2019-12-16,9
2019-12-17,9
2019-12-18,9
2019-12-19,9
2019-12-20,9
2019-12-21,9
2019-12-22,9
2019-12-23,26
2019-12-24,26
2019-12-25,26
2019-12-26,26
2019-12-27,26
2019-12-28,26
2019-12-29,26
2019-12-30,33
2019-12-31,33
2020-01-01,33
2020-01-02,33
2020-01-03,33
2020-01-04,33
2020-01-05,33
2020-01-06,55
2020-01-07,55
2020-01-08,55
2020-01-09,55
2020-01-10,55
2020-01-11,55
2020-01-12,55
2020-01-13,49
2020-01-14,49
2020-01-15,49
2020-01-16,49
2020-01-17,49
2020-01-18,49
2020-01-19,49
2020-01-20,72
2020-01-21,72
2020-01-22,72
2020-01-23,72
2020-01-24,72
2020-01-25,72
2020-01-26,72
2020-01-27,24
2020-01-28,24
2020-01-29,24
2020-01-30,24
2020-01-31,24
2020-02-01,24
2020-02-02,24
2020-02-03,16
2020-02-04,16
2020-02-05,16
2020-02-06,16
2020-02-07,16
2020-02-08,16
2020-02-09,16
2020-02-10,24
2020-02-11,24
2020-02-12,24
2020-02-13,24
2020-02-14,24
2020-02-15,24
2020-02-16,24
2020-02-17,46
2020-02-18,46
2020-02-19,46
2020-02-20,46
2020-02-21,46
2020-02-22,46
2020-02-23,46
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,15
2020-03-03,15
2020-03-04,15
2020-03-05,15
2020-03-06,15
2020-03-07,15
2020-03-08,15
2020-03-09,23
2020-03-10,23
2020-03-11,23
2020-03-12,23
2020-03-13,23
2020-03-14,23
2020-03-15,23
2020-03-16,22
2020-03-17,22
2020-03-18,22
2020-03-19,22
2020-03-20,22
2020-03-21,22
2020-03-22,22
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,0
2020-03-30,15
2020-03-31,15
2020-04-01,15
2020-04-02,15
2020-04-03,15
2020-04-04,15
2020-04-05,15
2020-04-06,7
2020-04-07,7
2020-04-08,7
2020-04-09,7
2020-04-10,7
2020-04-11,7
2020-04-12,7
2020-04-13,14
2020-04-14,14
2020-04-15,14
2020-04-16,14
2020-04-17,14
2020-04-18,14
2020-04-19,14
2020-04-20,21
2020-04-21,21
2020-04-22,21
2020-04-23,21
2020-04-24,21
2020-04-25,21
2020-04-26,21
2020-04-27,21
2020-04-28,21
2020-04-29,21
2020-04-30,21
2020-05-01,21
2020-05-02,21
2020-05-03,21
2020-05-04,22
2020-05-05,22
2020-05-06,22
2020-05-07,22
2020-05-08,22
2020-05-09,22
2020-05-10,22
2020-05-11,44
2020-05-12,44
2020-05-13,44
2020-05-14,44
2020-05-15,44
2020-05-16,44
2020-05-17,44
2020-05-18,7
2020-05-19,7
2020-05-20,7
2020-05-21,7
2020-05-22,7
2020-05-23,7
2020-05-24,7
2020-05-25,50
2020-05-26,50
2020-05-27,50
2020-05-28,50
2020-05-29,50
2020-05-30,50
2020-05-31,50
2020-06-01,15
2020-06-02,15
2020-06-03,15
2020-06-04,15
2020-06-05,15
2020-06-06,15
2020-06-07,15
2020-06-08,15
2020-06-09,15
2020-06-10,15
2020-06-11,15
2020-06-12,15
2020-06-13,15
2020-06-14,15
2020-06-15,8
2020-06-16,8
2020-06-17,8
2020-06-18,8
2020-06-19,8
2020-06-20,8
2020-06-21,8
2020-06-22,16
2020-06-23,16
2020-06-24,16
2020-06-25,16
2020-06-26,16
2020-06-27,16
2020-06-28,16
2020-06-29,16
2020-06-30,16
2020-07-01,16
2020-07-02,16
2020-07-03,16
2020-07-04,16
2020-07-05,16
2020-07-06,24
2020-07-07,24
2020-07-08,24
2020-07-09,24
2020-07-10,24
2020-07-11,24
2020-07-12,24
2020-07-13,32
2020-07-14,32
2020-07-15,32
2020-07-16,32
2020-07-17,32
2020-07-18,32
2020-07-19,32
2020-07-20,32
2020-07-21,32
2020-07-22,32
2020-07-23,32
2020-07-24,32
2020-07-25,32
2020-07-26,32
2020-07-27,48
2020-07-28,48
2020-07-29,48
2020-07-30,48
2020-07-31,48
2020-08-01,48
2020-08-02,48
2020-08-03,16
2020-08-04,16
2020-08-05,16
2020-08-06,16
2020-08-07,16
2020-08-08,16
2020-08-09,16
2020-08-10,39
2020-08-11,39
2020-08-12,39
2020-08-13,39
2020-08-14,39
2020-08-15,39
2020-08-16,39
2020-08-17,8
2020-08-18,8
2020-08-19,8
2020-08-20,8
2020-08-21,8
2020-08-22,8
2020-08-23,8
2020-08-24,23
2020-08-25,23
2020-08-26,23
2020-08-27,23
2020-08-28,23
2020-08-29,23
2020-08-30,23
2020-08-31,23
2020-09-01,23
2020-09-02,23
2020-09-03,23
2020-09-04,23
2020-09-05,23
2020-09-06,23
2020-09-07,22
2020-09-08,22
2020-09-09,22
2020-09-10,22
2020-09-11,22
2020-09-12,22
2020-09-13,22
2020-09-14,30
2020-09-15,30
2020-09-16,30
2020-09-17,30
2020-09-18,30
2020-09-19,30
2020-09-20,30
2020-09-21,24
2020-09-22,24
2020-09-23,24
2020-09-24,24
2020-09-25,24
2020-09-26,24
2020-09-27,24
2020-09-28,16
2020-09-29,16
2020-09-30,16
2020-10-01,16
2020-10-02,16
2020-10-03,16
2020-10-04,16
2020-10-05,18
2020-10-06,18
2020-10-07,18
2020-10-08,18
2020-10-09,18
2020-10-10,18
2020-10-11,18
2020-10-12,26
2020-10-13,26
2020-10-14,26
2020-10-15,26
2020-10-16,26
2020-10-17,26
2020-10-18,26
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,7
2020-10-27,7
2020-10-28,7
2020-10-29,7
2020-10-30,7
2020-10-31,7
2020-11-01,7
2020-11-02,51
2020-11-03,51
2020-11-04,51
2020-11-05,51
2020-11-06,51
2020-11-07,51
2020-11-08,51
2020-11-09,18
2020-11-10,18
2020-11-11,18
2020-11-12,18
2020-11-13,18
2020-11-14,18
2020-11-15,18
2020-11-16,54
2020-11-17,54
2020-11-18,54
2020-11-19,54
2020-11-20,54
2020-11-21,54
2020-11-22,54
2020-11-23,42
2020-11-24,42
2020-11-25,42
2020-11-26,42
2020-11-27,42
2020-11-28,42
2020-11-29,42
2020-11-30,43
2020-12-01,43
2020-12-02,43
2020-12-03,43
2020-12-04,43
2020-12-05,43
2020-12-06,43
2020-12-07,17
2020-12-08,17
2020-12-09,17
2020-12-10,17
2020-12-11,17
2020-12-12,17
2020-12-13,17
2020-12-14,9
2020-12-15,9
2020-12-16,9
2020-12-17,9
2020-12-18,9
2020-12-19,9
2020-12-20,9
2020-12-21,18
2020-12-22,18
2020-12-23,18
2020-12-24,18
2020-12-25,18
2020-12-26,18
2020-12-27,18
2020-12-28,83
2020-12-29,83
2020-12-30,83
2020-12-31,83
2021-01-01,83
2021-01-02,83
2021-01-03,83
2021-01-04,100
2021-01-05,100
2021-01-06,100
2021-01-07,100
2021-01-08,100
2021-01-09,100
2021-01-10,100
2021-01-11,100
2021-01-12,100
2021-01-13,100
2021-01-14,100
2021-01-15,100
2021-01-16,100
2021-01-17,100
2021-01-18,100
2021-01-19,100
